statedistrict,member-info/namelist,member-info/bioguideID,member-info/lastname,member-info/firstname,member-info/middlename,member-info/sort-name,member-info/suffix,member-info/courtesy,member-info/prior-congress,member-info/official-name,member-info/formal-name,member-info/party,member-info/caucus,member-info/state/state-fullname,member-info/state/_postal-code,member-info/district,member-info/townname,member-info/office-building,member-info/office-room,member-info/office-zip,member-info/office-zip-suffix,member-info/phone,member-info/elected-date/_date,member-info/elected-date/__text,member-info/sworn-date/_date,committee-assignments/committee/0/_rank
MI11,"Trott, David",T000475,Trott,David,A.,"TROTT,DAVID",,Mr.,114,David A. Trott,Mr. Trott,R,R,Michigan,MI,11th,Birmingham,LHOB,1722,20515,2211,(202) 225-8171,20161108,"November  8, 2016",,
MI12,"Dingell, Debbie",D000624,Dingell,Debbie,,"DINGELL,DEBBIE",,Mrs.,114,Debbie Dingell,Mrs. Dingell,D,D,Michigan,MI,12th,Dearborn,CHOB,116,20515,2212,(202) 225-4071,20161108,"November  8, 2016",,
MI13,"Conyers, John",C000714,Conyers,John,,"CONYERS,JOHN",Jr.,Mr.,114,"John Conyers, Jr.",Mr. Conyers,D,D,Michigan,MI,13th,Detroit,RHOB,2426,20515,2213,(202) 225-5126,20161108,"November  8, 2016",,
MI14,"Lawrence, Brenda",L000581,Lawrence,Brenda,L.,"LAWRENCE,BRENDA",,Mrs.,114,Brenda L. Lawrence,Mrs. Lawrence,D,D,Michigan,MI,14th,Southfield,LHOB,1213,20515,2214,(202) 225-5802,20161108,"November  8, 2016",,
MN01,"Walz, Timothy",W000799,Walz,Timothy,J.,"WALZ,TIMOTHY",,Mr.,114,Timothy J. Walz,Mr. Walz,D,D,Minnesota,MN,1st,Mankato,RHOB,2313,20515,2301,(202) 225-2472,20161108,"November  8, 2016",,
MN02,"Lewis, Jason",L000587,Lewis,Jason,,"LEWIS,JASON",,Mr.,0,Jason Lewis,Mr. Lewis of Minnesota,R,R,Minnesota,MN,2nd,Woodbury,CHOB,418,20515,2302,(202) 225-2271,20161108,"November  8, 2016",,
MN03,"Paulsen, Erik",P000594,Paulsen,Erik,,"PAULSEN,ERIK",,Mr.,114,Erik Paulsen,Mr. Paulsen,R,R,Minnesota,MN,3rd,Eden Prairie,CHOB,127,20515,2303,(202) 225-2871,20161108,"November  8, 2016",,
MN04,"McCollum, Betty",M001143,McCollum,Betty,,"MCCOLLUM,BETTY",,Ms.,114,Betty McCollum,Ms. McCollum,D,D,Minnesota,MN,4th,St. Paul,RHOB,2256,20515,2304,(202) 225-6631,20161108,"November  8, 2016",,
MN05,"Ellison, Keith",E000288,Ellison,Keith,,"ELLISON,KEITH",,Mr.,114,Keith Ellison,Mr. Ellison,D,D,Minnesota,MN,5th,Minneapolis,RHOB,2263,20515,2305,(202) 225-4755,20161108,"November  8, 2016",,
MN06,"Emmer, Tom",E000294,Emmer,Tom,,"EMMER,TOM",,Mr.,114,Tom Emmer,Mr. Emmer,R,R,Minnesota,MN,6th,Delano,CHOB,315,20515,2306,(202) 225-2331,20161108,"November  8, 2016",,
MN07,"Peterson, Collin",P000258,Peterson,Collin,C.,"PETERSON,COLLIN",,Mr.,114,Collin C. Peterson,Mr. Peterson,D,D,Minnesota,MN,7th,Detroit Lakes,RHOB,2204,20515,2307,(202) 225-2165,20161108,"November  8, 2016",,
MN08,"Nolan, Richard",N000127,Nolan,Richard,M.,"NOLAN,RICHARD",,Mr.,114,Richard M. Nolan,Mr. Nolan,D,D,Minnesota,MN,8th,Crosby,RHOB,2366,20515,2308,(202) 225-6211,20161108,"November  8, 2016",,
MO01,"Clay, Wm.",C001049,Clay,Wm.,Lacy,"CLAY,WM.",,Mr.,114,Wm. Lacy Clay,Mr. Clay,D,D,Missouri,MO,1st,St. Louis,RHOB,2428,20515,2501,(202) 225-2406,20161108,"November  8, 2016",,
MO02,"Wagner, Ann",W000812,Wagner,Ann,,"WAGNER,ANN",,Mrs.,114,Ann Wagner,Mrs. Wagner,R,R,Missouri,MO,2nd,Ballwin,CHOB,435,20515,2502,(202) 225-1621,20161108,"November  8, 2016",,
MO03,"Luetkemeyer, Blaine",L000569,Luetkemeyer,Blaine,,"LUETKEMEYER,BLAINE",,Mr.,114,Blaine Luetkemeyer,Mr. Luetkemeyer,R,R,Missouri,MO,3rd,St. Elizabeth,RHOB,2230,20515,2503,(202) 225-2956,20161108,"November  8, 2016",,
MO04,"Hartzler, Vicky",H001053,Hartzler,Vicky,,"HARTZLER,VICKY",,Mrs.,114,Vicky Hartzler,Mrs. Hartzler,R,R,Missouri,MO,4th,Harrisonville,RHOB,2235,20515,2504,(202) 225-2876,20161108,"November  8, 2016",,
MO05,"Cleaver, Emanuel",C001061,Cleaver,Emanuel,,"CLEAVER,EMANUEL",,Mr.,114,Emanuel Cleaver,Mr. Cleaver,D,D,Missouri,MO,5th,Kansas City,RHOB,2335,20515,2505,(202) 225-4535,20161108,"November  8, 2016",,
MO06,"Graves, Sam",G000546,Graves,Sam,,"GRAVES,SAM",,Mr.,114,Sam Graves,Mr. Graves of Missouri,R,R,Missouri,MO,6th,Tarkio,LHOB,1135,20515,2506,(202) 225-7041,20161108,"November  8, 2016",,
MO07,"Long, Billy",L000576,Long,Billy,,"LONG,BILLY",,Mr.,114,Billy Long,Mr. Long,R,R,Missouri,MO,7th,Springfield,RHOB,2454,20515,2507,(202) 225-6536,20161108,"November  8, 2016",,
MO08,"Smith, Jason",S001195,Smith,Jason,,"SMITH,JASON",,Mr.,114,Jason Smith,Mr. Smith of Missouri,R,R,Missouri,MO,8th,Salem,LHOB,1118,20515,2508,(202) 225-4404,20161108,"November  8, 2016",,
MP00,"Sablan, Gregorio",S001177,Sablan,Gregorio,Kilili Camacho,"SABLAN,GREGORIO",,Mr.,114,Gregorio Kilili Camacho Sablan,Mr. Sablan,D,D,Northern Mariana Islands,MP,Delegate,Saipan,RHOB,2411,20515,5201,(202) 225-2646,20161108,"November  8, 2016",,
MS01,"Kelly, Trent",K000388,Kelly,Trent,,"KELLY,TRENT",,Mr.,114,Trent Kelly,Mr. Kelly of Mississippi,R,R,Mississippi,MS,1st,Saltillo,LHOB,1721,20515,2401,(202) 225-4306,20161108,"November  8, 2016",,
MS02,"Thompson, Bennie",T000193,Thompson,Bennie,G.,"THOMPSON,BENNIE",,Mr.,114,Bennie G. Thompson,Mr. Thompson of Mississippi,D,D,Mississippi,MS,2nd,Bolton,RHOB,2466,20515,2402,(202) 225-5876,20161108,"November  8, 2016",,
MS03,"Harper, Gregg",H001045,Harper,Gregg,,"HARPER,GREGG",,Mr.,114,Gregg Harper,Mr. Harper,R,R,Mississippi,MS,3rd,Pearl,RHOB,2227,20515,2403,(202) 225-5031,20161108,"November  8, 2016",,
MS04,"Palazzo, Steven",P000601,Palazzo,Steven,M.,"PALAZZO,STEVEN",,Mr.,114,Steven M. Palazzo,Mr. Palazzo,R,R,Mississippi,MS,4th,Biloxi,RHOB,2349,20515,2404,(202) 225-5772,20161108,"November  8, 2016",,
MT00,"Zinke, Ryan",Z000018,Zinke,Ryan,K.,"ZINKE,RYAN",,Mr.,114,Ryan K. Zinke,Mr. Zinke,R,R,Montana,MT,At Large,Whitefish,LHOB,1419,20515,2600,(202) 225-3211,20161108,"November  8, 2016",,
NC01,"Butterfield, G.",B001251,Butterfield,G.,K.,"BUTTERFIELD,G.",,Mr.,114,G. K. Butterfield,Mr. Butterfield,D,D,North Carolina,NC,1st,Wilson,RHOB,2080,20515,3301,(202) 225-3101,20161108,"November  8, 2016",,
NC02,"Holding, George",H001065,Holding,George,,"HOLDING,GEORGE",,Mr.,114,George Holding,Mr. Holding,R,R,North Carolina,NC,2nd,Raleigh,LHOB,1110,20515,3302,(202) 225-3032,20161108,"November  8, 2016",,
NC03,"Jones, Walter",J000255,Jones,Walter,B.,"JONES,WALTER",,Mr.,114,Walter B. Jones,Mr. Jones,R,R,North Carolina,NC,3rd,Farmville,RHOB,2333,20515,3303,(202) 225-3415,20161108,"November  8, 2016",,
NC04,"Price, David",P000523,Price,David,E.,"PRICE,DAVID",,Mr.,114,David E. Price,Mr. Price of North Carolina,D,D,North Carolina,NC,4th,Chapel Hill,RHOB,2108,20515,3304,(202) 225-1784,20161108,"November  8, 2016",,
NC05,"Foxx, Virginia",F000450,Foxx,Virginia,,"FOXX,VIRGINIA",,Ms.,114,Virginia Foxx,Ms. Foxx,R,R,North Carolina,NC,5th,Banner Elk,RHOB,2262,20515,3305,(202) 225-2071,20161108,"November  8, 2016",,
NC06,"Walker, Mark",W000819,Walker,Mark,,"WALKER,MARK",,Mr.,114,Mark Walker,Mr. Walker,R,R,North Carolina,NC,6th,Greensboro,LHOB,1305,20515,3306,(202) 225-3065,20161108,"November  8, 2016",,
NC07,"Rouzer, David",R000603,Rouzer,David,,"ROUZER,DAVID",,Mr.,114,David Rouzer,Mr. Rouzer,R,R,North Carolina,NC,7th,McGee's Crossroad,CHOB,424,20515,3307,(202) 225-2731,20161108,"November  8, 2016",,
NC08,"Hudson, Richard",H001067,Hudson,Richard,,"HUDSON,RICHARD",,Mr.,114,Richard Hudson,Mr. Hudson,R,R,North Carolina,NC,8th,Concord,CHOB,429,20515,3308,(202) 225-3715,20161108,"November  8, 2016",,
NC09,"Pittenger, Robert",P000606,Pittenger,Robert,,"PITTENGER,ROBERT",,Mr.,114,Robert Pittenger,Mr. Pittenger,R,R,North Carolina,NC,9th,Charlotte,CHOB,224,20515,3309,(202) 225-1976,20161108,"November  8, 2016",,
NC10,"McHenry, Patrick",M001156,McHenry,Patrick,T.,"MCHENRY,PATRICK",,Mr.,114,Patrick T. McHenry,Mr. McHenry,R,R,North Carolina,NC,10th,Lake Norman,RHOB,2334,20515,3310,(202) 225-2576,20161108,"November  8, 2016",,
NC11,"Meadows, Mark",M001187,Meadows,Mark,,"MEADOWS,MARK",,Mr.,114,Mark Meadows,Mr. Meadows,R,R,North Carolina,NC,11th,Skyland,LHOB,1024,20515,3311,(202) 225-6401,20161108,"November  8, 2016",,
NC12,"Adams, Alma",A000370,Adams,Alma,S.,"ADAMS,ALMA",,Ms.,114,Alma S. Adams,Ms. Adams,D,D,North Carolina,NC,12th,Charlotte,CHOB,222,20515,3312,(202) 225-1510,20161108,"November  8, 2016",,
NC13,"Budd, Ted",B001305,Budd,Ted,,"BUDD,TED",,Mr.,0,Ted Budd,Mr. Budd,R,R,North Carolina,NC,13th,Advance,CHOB,118,20515,3313,(202) 225-4531,20161108,"November  8, 2016",,
ND00,"Cramer, Kevin",C001096,Cramer,Kevin,,"CRAMER,KEVIN",,Mr.,114,Kevin Cramer,Mr. Cramer,R,R,North Dakota,ND,At Large,Bismarck,LHOB,1717,20515,3400,(202) 225-2611,20161108,"November  8, 2016",,
NE01,"Fortenberry, Jeff",F000449,Fortenberry,Jeff,,"FORTENBERRY,JEFF",,Mr.,114,Jeff Fortenberry,Mr. Fortenberry,R,R,Nebraska,NE,1st,Lincoln,LHOB,1514,20515,2701,(202) 225-4806,20161108,"November  8, 2016",,
NE02,"Bacon, Don",B001298,Bacon,Don,,"BACON,DON",,Mr.,0,Don Bacon,Mr. Bacon,R,R,Nebraska,NE,2nd,Papillion,LHOB,1516,20515,2702,(202) 225-4155,20161108,"November  8, 2016",,
NE03,"Smith, Adrian",S001172,Smith,Adrian,,"SMITH,ADRIAN",,Mr.,114,Adrian Smith,Mr. Smith of Nebraska,R,R,Nebraska,NE,3rd,Gering,CHOB,320,20515,2703,(202) 225-6435,20161108,"November  8, 2016",,
NH01,"Shea-Porter, Carol",S001170,Shea-Porter,Carol,,"SHEAPORTER,CAROL",,Ms.,113,Carol Shea-Porter,Ms. Shea-Porter,D,D,New Hampshire,NH,1st,Rochester,LHOB,1530,20515,2901,(202) 225-5456,20161108,"November  8, 2016",,
NH02,"Kuster, Ann",K000382,Kuster,Ann,M.,"KUSTER,ANN",,Ms.,114,Ann M. Kuster,Ms. Kuster of New Hampshire,D,D,New Hampshire,NH,2nd,Hopkinton,CHOB,137,20515,2902,(202) 225-5206,20161108,"November  8, 2016",,
NJ01,"Norcross, Donald",N000188,Norcross,Donald,,"NORCROSS,DONALD",,Mr.,114,Donald Norcross,Mr. Norcross,D,D,New Jersey,NJ,1st,Camden City,LHOB,1531,20515,3001,(202) 225-6501,20161108,"November  8, 2016",,
NJ02,"LoBiondo, Frank",L000554,LoBiondo,Frank,A.,"LOBIONDO,FRANK",,Mr.,114,Frank A. LoBiondo,Mr. LoBiondo,R,R,New Jersey,NJ,2nd,Ventnor,RHOB,2427,20515,3002,(202) 225-6572,20161108,"November  8, 2016",,
NJ03,"MacArthur, Thomas",M001193,MacArthur,Thomas,,"MACARTHUR,THOMAS",,Mr.,114,Thomas MacArthur,Mr. MacArthur,R,R,New Jersey,NJ,3rd,Toms River,CHOB,506,20515,3003,(202) 225-4765,20161108,"November  8, 2016",,
NJ04,"Smith, Christopher",S000522,Smith,Christopher,H.,"SMITH,CHRISTOPHER",,Mr.,114,Christopher H. Smith,Mr. Smith of New Jersey,R,R,New Jersey,NJ,4th,Hamilton,RHOB,2373,20515,3004,(202) 225-3765,20161108,"November  8, 2016",,
NJ05,"Gottheimer, Josh",G000583,Gottheimer,Josh,,"GOTTHEIMER,JOSH",,Mr.,0,Josh Gottheimer,Mr. Gottheimer,D,D,New Jersey,NJ,5th,Wyckoff,CHOB,213,20515,3005,(202) 225-4465,20161108,"November  8, 2016",,
NJ06,"Pallone, Frank",P000034,Pallone,Frank,,"PALLONE,FRANK",Jr.,Mr.,114,"Frank Pallone, Jr.",Mr. Pallone,D,D,New Jersey,NJ,6th,Long Branch,CHOB,237,20515,3006,(202) 225-4671,20161108,"November  8, 2016",,
NJ07,"Lance, Leonard",L000567,Lance,Leonard,,"LANCE,LEONARD",,Mr.,114,Leonard Lance,Mr. Lance,R,R,New Jersey,NJ,7th,Clinton Township,RHOB,2352,20515,3007,(202) 225-5361,20161108,"November  8, 2016",,
NJ08,"Sires, Albio",S001165,Sires,Albio,,"SIRES,ALBIO",,Mr.,114,Albio Sires,Mr. Sires,D,D,New Jersey,NJ,8th,West New York,RHOB,2342,20515,3008,(202) 225-7919,20161108,"November  8, 2016",,
NJ09,"Pascrell, Bill",P000096,Pascrell,Bill,,"PASCRELL,BILL",Jr.,Mr.,114,"Bill Pascrell, Jr.",Mr. Pascrell,D,D,New Jersey,NJ,9th,Paterson,RHOB,2370,20515,3009,(202) 225-5751,20161108,"November  8, 2016",,
NJ10,"Payne, Donald",P000604,Payne,Donald,M.,"PAYNE,DONALD",Jr.,Mr.,114,"Donald M. Payne, Jr.",Mr. Payne,D,D,New Jersey,NJ,10th,Newark,CHOB,132,20515,3010,(202) 225-3436,20161108,"November  8, 2016",,
NJ11,"Frelinghuysen, Rodney",F000372,Frelinghuysen,Rodney,P.,"FRELINGHUYSEN,RODNEY",,Mr.,114,Rodney P. Frelinghuysen,Mr. Frelinghuysen,R,R,New Jersey,NJ,11th,Morristown,RHOB,2306,20515,3011,(202) 225-5034,20161108,"November  8, 2016",,
NJ12,"Watson Coleman, Bonnie",W000822,Watson Coleman,Bonnie,,"WATSONCOLEMAN,BONNIE",,Mrs.,114,Bonnie Watson Coleman,Mrs. Watson Coleman,D,D,New Jersey,NJ,12th,Ewing Township,LHOB,1535,20515,3012,(202) 225-5801,20161108,"November  8, 2016",,
NM01,"Lujan Grisham, Michelle",L000580,Lujan Grisham,Michelle,,"LUJANGRISHAM,MICHELLE",,Ms.,114,Michelle Lujan Grisham,Ms. Michelle Lujan Grisham of New Mexico,D,D,New Mexico,NM,1st,Albuquerque,CHOB,214,20515,3101,(202) 225-6316,20161108,"November  8, 2016",,
NM02,"Pearce, Stevan",P000588,Pearce,Stevan,,"PEARCE,STEVAN",,Mr.,114,Stevan Pearce,Mr. Pearce,R,R,New Mexico,NM,2nd,Hobbs,RHOB,2432,20515,3102,(202) 225-2365,20161108,"November  8, 2016",,
NM03,"LujÃ¡n, Ben",L000570,LujÃ¡n,Ben,Ray,"LUJAN,BEN",,Mr.,114,Ben Ray LujÃ¡n,Mr. Ben Ray LujÃ¡n of New Mexico,D,D,New Mexico,NM,3rd,NambÃ©,RHOB,2231,20515,3103,(202) 225-6190,20161108,"November  8, 2016",,
NV01,"Titus, Dina",T000468,Titus,Dina,,"TITUS,DINA",,Ms.,114,Dina Titus,Ms. Titus,D,D,Nevada,NV,1st,Las Vegas,RHOB,2464,20515,2801,(202) 225-5965,20161108,"November  8, 2016",,
NV02,"Amodei, Mark",A000369,Amodei,Mark,E.,"AMODEI,MARK",,Mr.,114,Mark E. Amodei,Mr. Amodei,R,R,Nevada,NV,2nd,Carson City,CHOB,332,20515,2802,(202) 225-6155,20161108,"November  8, 2016",,
NV03,"Rosen, Jacky",R000608,Rosen,Jacky,,"ROSEN,JACKY",,Ms.,0,Jacky Rosen,Ms. Rosen,D,D,Nevada,NV,3rd,Henderson,CHOB,413,20515,2803,(202) 225-3252,20161108,"November  8, 2016",,
NV04,"Kihuen, Ruben",K000390,Kihuen,Ruben,,"KIHUEN,RUBEN",,Mr.,0,Ruben Kihuen,Mr. Kihuen,D,D,Nevada,NV,4th,Las Vegas,CHOB,313,20515,2804,(202) 225-9894,20161108,"November  8, 2016",,
NY01,"Zeldin, Lee",Z000017,Zeldin,Lee,M.,"ZELDIN,LEE",,Mr.,114,Lee M. Zeldin,Mr. Zeldin,R,R,New York,NY,1st,Shirley,LHOB,1517,20515,3201,(202) 225-3826,20161108,"November  8, 2016",,
NY02,"King, Peter",K000210,King,Peter,T.,"KING,PETER",,Mr.,114,Peter T. King,Mr. King of New York,R,R,New York,NY,2nd,Seaford,CHOB,339,20515,3202,(202) 225-7896,20161108,"November  8, 2016",,
NY03,"Suozzi, Thomas",S001201,Suozzi,Thomas,R.,"SUOZZI,THOMAS",,Mr.,0,Thomas R. Suozzi,Mr. Suozzi,D,D,New York,NY,3rd,Glen Cove,CHOB,226,20515,3203,(202) 225-3335,20161108,"November  8, 2016",,
NY04,"Rice, Kathleen",R000602,Rice,Kathleen,M.,"RICE,KATHLEEN",,Miss,114,Kathleen M. Rice,Miss Rice of New York,D,D,New York,NY,4th,Garden City,LHOB,1508,20515,3204,(202) 225-5516,20161108,"November  8, 2016",,
NY05,"Meeks, Gregory",M001137,Meeks,Gregory,W.,"MEEKS,GREGORY",,Mr.,114,Gregory W. Meeks,Mr. Meeks,D,D,New York,NY,5th,Queens,RHOB,2234,20515,3205,(202) 225-3461,20161108,"November  8, 2016",,
NY06,"Meng, Grace",M001188,Meng,Grace,,"MENG,GRACE",,Ms.,114,Grace Meng,Ms. Meng,D,D,New York,NY,6th,Queens,LHOB,1317,20515,3206,(202) 225-2601,20161108,"November  8, 2016",,
NY07,"VelÃ¡zquez, Nydia",V000081,VelÃ¡zquez,Nydia,M.,"VELAZQUEZ,NYDIA",,Ms.,114,Nydia M. VelÃ¡zquez,Ms. VelÃ¡zquez,D,D,New York,NY,7th,Brooklyn,RHOB,2302,20515,3207,(202) 225-2361,20161108,"November  8, 2016",,
NY08,"Jeffries, Hakeem",J000294,Jeffries,Hakeem,S.,"JEFFRIES,HAKEEM",,Mr.,114,Hakeem S. Jeffries,Mr. Jeffries,D,D,New York,NY,8th,Brooklyn,LHOB,1607,20515,3208,(202) 225-5936,20161108,"November  8, 2016",,
NY09,"Clarke, Yvette",C001067,Clarke,Yvette,D.,"CLARKE,YVETTE",,Ms.,114,Yvette D. Clarke,Ms. Clarke of New York,D,D,New York,NY,9th,Brooklyn,RHOB,2058,20515,3209,(202) 225-6231,20161108,"November  8, 2016",,
NY10,"Nadler, Jerrold",N000002,Nadler,Jerrold,,"NADLER,JERROLD",,Mr.,114,Jerrold Nadler,Mr. Nadler,D,D,New York,NY,10th,New York,RHOB,2109,20515,3210,(202) 225-5635,20161108,"November  8, 2016",,
NY11,"Donovan, Daniel",D000625,Donovan,Daniel,M.,"DONOVAN,DANIEL",Jr.,Mr.,114,"Daniel M. Donovan, Jr.",Mr. Donovan,R,R,New York,NY,11th,Staten Island,LHOB,1541,20515,3211,(202) 225-3371,20161108,"November  8, 2016",,
NY12,"Maloney, Carolyn",M000087,Maloney,Carolyn,B.,"MALONEY,CAROLYN",,Mrs.,114,Carolyn B. Maloney,Mrs. Carolyn B. Maloney of New York,D,D,New York,NY,12th,New York,RHOB,2308,20515,3212,(202) 225-7944,20161108,"November  8, 2016",,
NY13,"Espaillat, Adriano",E000297,Espaillat,Adriano,,"ESPAILLAT,ADRIANO",,Mr.,0,Adriano Espaillat,Mr. Espaillat,D,D,New York,NY,13th,New York,LHOB,1630,20515,3213,(202) 225-4365,20161108,"November  8, 2016",,
NY14,"Crowley, Joseph",C001038,Crowley,Joseph,,"CROWLEY,JOSEPH",,Mr.,114,Joseph Crowley,Mr. Crowley,D,D,New York,NY,14th,Queens/Bronx,LHOB,1035,20515,3214,(202) 225-3965,20161108,"November  8, 2016",,
NY15,"Serrano, JosÃ©",S000248,Serrano,JosÃ©,E.,"SERRANO,JOSE",,Mr.,114,JosÃ© E. Serrano,Mr. Serrano,D,D,New York,NY,15th,Bronx,RHOB,2354,20515,3215,(202) 225-4361,20161108,"November  8, 2016",,
NY16,"Engel, Eliot",E000179,Engel,Eliot,L.,"ENGEL,ELIOT",,Mr.,114,Eliot L. Engel,Mr. Engel,D,D,New York,NY,16th,Bronx,RHOB,2462,20515,3216,(202) 225-2464,20161108,"November  8, 2016",,
NY17,"Lowey, Nita",L000480,Lowey,Nita,M.,"LOWEY,NITA",,Mrs.,114,Nita M. Lowey,Mrs. Lowey,D,D,New York,NY,17th,Harrison,RHOB,2365,20515,3217,(202) 225-6506,20161108,"November  8, 2016",,
NY18,"Maloney, Sean",M001185,Maloney,Sean,Patrick,"MALONEY,SEAN",,Mr.,114,Sean Patrick Maloney,Mr. Sean Patrick Maloney of New York,D,D,New York,NY,18th,Cold Spring,LHOB,1027,20515,3218,(202) 225-5441,20161108,"November  8, 2016",,
NY19,"Faso, John",F000464,Faso,John,J.,"FASO,JOHN",,Mr.,0,John J. Faso,Mr. Faso,R,R,New York,NY,19th,Kinderhook,LHOB,1616,20515,3219,(202) 225-5614,20161108,"November  8, 2016",,
NY20,"Tonko, Paul",T000469,Tonko,Paul,,"TONKO,PAUL",,Mr.,114,Paul Tonko,Mr. Tonko,D,D,New York,NY,20th,Amsterdam,RHOB,2463,20515,3220,(202) 225-5076,20161108,"November  8, 2016",,
NY21,"Stefanik, Elise",S001196,Stefanik,Elise,M.,"STEFANIK,ELISE",,Ms.,114,Elise M. Stefanik,Ms. Stefanik,R,R,New York,NY,21st,Willsboro,CHOB,318,20515,3221,(202) 225-4611,20161108,"November  8, 2016",,
NY22,"Tenney, Claudia",T000478,Tenney,Claudia,,"TENNEY,CLAUDIA",,Ms.,0,Claudia Tenney,Ms. Tenney,R,R,New York,NY,22nd,New Hartford,CHOB,512,20515,3222,(202) 225-3665,20161108,"November  8, 2016",,
NY23,"Reed, Tom",R000585,Reed,Tom,,"REED,TOM",,Mr.,114,Tom Reed,Mr. Reed,R,R,New York,NY,23rd,Corning,RHOB,2437,20515,3223,(202) 225-3161,20161108,"November  8, 2016",,
NY24,"Katko, John",K000386,Katko,John,,"KATKO,JOHN",,Mr.,114,John Katko,Mr. Katko,R,R,New York,NY,24th,Syracuse,LHOB,1620,20515,3224,(202) 225-3701,20161108,"November  8, 2016",,
NY25,"Slaughter, Louise",S000480,Slaughter,Louise,McIntosh,"SLAUGHTER,LOUISE",,Ms.,114,Louise McIntosh Slaughter,Ms. Slaughter,D,D,New York,NY,25th,Fairport,RHOB,2469,20515,3225,(202) 225-3615,20161108,"November  8, 2016",,
NY26,"Higgins, Brian",H001038,Higgins,Brian,,"HIGGINS,BRIAN",,Mr.,114,Brian Higgins,Mr. Higgins of New York,D,D,New York,NY,26th,Buffalo,RHOB,2459,20515,3226,(202) 225-3306,20161108,"November  8, 2016",,
NY27,"Collins, Chris",C001092,Collins,Chris,,"COLLINS,CHRIS",,Mr.,114,Chris Collins,Mr. Collins of New York,R,R,New York,NY,27th,Clarence,LHOB,1117,20515,3227,(202) 225-5265,20161108,"November  8, 2016",,
OH01,"Chabot, Steve",C000266,Chabot,Steve,,"CHABOT,STEVE",,Mr.,114,Steve Chabot,Mr. Chabot,R,R,Ohio,OH,1st,Cincinnati,RHOB,2371,20515,3501,(202) 225-2216,20161108,"November  8, 2016",,
OH02,"Wenstrup, Brad",W000815,Wenstrup,Brad,R.,"WENSTRUP,BRAD",,Mr.,114,Brad R. Wenstrup,Mr. Wenstrup,R,R,Ohio,OH,2nd,Cincinnati,LHOB,2419,20515,3502,(202) 225-3164,20161108,"November  8, 2016",,
OH03,"Beatty, Joyce",B001281,Beatty,Joyce,,"BEATTY,JOYCE",,Mrs.,114,Joyce Beatty,Mrs. Beatty,D,D,Ohio,OH,3rd,Columbus,CHOB,133,20515,3503,(202) 225-4324,20161108,"November  8, 2016",,
OH04,"Jordan, Jim",J000289,Jordan,Jim,,"JORDAN,JIM",,Mr.,114,Jim Jordan,Mr. Jordan,R,R,Ohio,OH,4th,Urbana,RHOB,2056,20515,3504,(202) 225-2676,20161108,"November  8, 2016",,
OH05,"Latta, Robert",L000566,Latta,Robert,E.,"LATTA,ROBERT",,Mr.,114,Robert E. Latta,Mr. Latta,R,R,Ohio,OH,5th,Bowling Green,RHOB,2448,20515,3505,(202) 225-6405,20161108,"November  8, 2016",,
OH06,"Johnson, Bill",J000292,Johnson,Bill,,"JOHNSON,BILL",,Mr.,114,Bill Johnson,Mr. Johnson of Ohio,R,R,Ohio,OH,6th,Marietta,LHOB,1710,20515,3506,(202) 225-5705,20161108,"November  8, 2016",,
OH07,"Gibbs, Bob",G000563,Gibbs,Bob,,"GIBBS,BOB",,Mr.,114,Bob Gibbs,Mr. Gibbs,R,R,Ohio,OH,7th,Lakeville,RHOB,2446,20515,3507,(202) 225-6265,20161108,"November  8, 2016",,
OH08,"Davidson, Warren",D000626,Davidson,Warren,,"DAVIDSON,WARREN",,Mr.,114,Warren Davidson,Mr. Davidson,R,R,Ohio,OH,8th,Troy,LHOB,1004,20515,3508,(202) 225-6205,20161108,"November  8, 2016",,
OH09,"Kaptur, Marcy",K000009,Kaptur,Marcy,,"KAPTUR,MARCY",,Ms.,114,Marcy Kaptur,Ms. Kaptur,D,D,Ohio,OH,9th,Toledo,RHOB,2186,20515,3509,(202) 225-4146,20161108,"November  8, 2016",,
OH10,"Turner, Michael",T000463,Turner,Michael,R.,"TURNER,MICHAEL",,Mr.,114,Michael R. Turner,Mr. Turner,R,R,Ohio,OH,10th,Dayton,RHOB,2368,20515,3510,(202) 225-6465,20161108,"November  8, 2016",,
OH11,"Fudge, Marcia",F000455,Fudge,Marcia,L.,"FUDGE,MARCIA",,Ms.,114,Marcia L. Fudge,Ms. Fudge,D,D,Ohio,OH,11th,Warrensville Heights,RHOB,2344,20515,3511,(202) 225-7032,20161108,"November  8, 2016",,
OH12,"Tiberi, Patrick",T000462,Tiberi,Patrick,J.,"TIBERI,PATRICK",,Mr.,114,Patrick J. Tiberi,Mr. Tiberi,R,R,Ohio,OH,12th,Galena,LHOB,1203,20515,3512,(202) 225-5355,20161108,"November  8, 2016",,
OH13,"Ryan, Tim",R000577,Ryan,Tim,,"RYAN,TIM",,Mr.,114,Tim Ryan,Mr. Ryan of Ohio,D,D,Ohio,OH,13th,Warren,LHOB,1126,20515,3513,(202) 225-5261,20161108,"November  8, 2016",,
OH14,"Joyce, David",J000295,Joyce,David,P.,"JOYCE,DAVID",,Mr.,114,David P. Joyce,Mr. Joyce of Ohio,R,R,Ohio,OH,14th,Russell Township,LHOB,1124,20515,3514,(202) 225-5731,20161108,"November  8, 2016",,
